40.62,39.94,1995300,0.06,0.0016,0
40.88,40.38,1855800,-0.06,-0.0016,1
41.12,40.5,1320600,0.19,0.0047,0
40.81,40.38,3063600,-0.31,-0.0077,1
41.31,40.75,1703300,0.81,0.0202,0
41.44,41.06,1579200,0,0.0000,1
42.19,41.44,1478300,0.88,0.0212,0
42.25,41.62,1287500,-0.31,-0.0075,1
42.12,41.69,929700,0.12,0.0030,1
42.38,42.12,1284500,0.31,0.0075,1
42.56,42,1332700,0.19,0.0044,0
42.69,41.94,1725000,-0.5,-0.0118,0
42.06,41.75,1223400,0,0.0000,0
42,41.31,1441600,-0.56,-0.0134,1
42.19,41.56,2077800,0.75,0.0181,0
42.25,41.81,1239700,-0.12,-0.0030,0
42.06,41.69,950200,0,0.0000,0
42.06,41.75,1021600,-0.12,-0.0030,0
41.31,40.75,2035500,-0.62,-0.0149,0
41.75,40.81,1906100,-0.38,-0.0091,0
41,39.44,2345200,-1.44,-0.0352,1
40,39.31,3060000,0.5,0.0127,1
40.69,40.06,1450200,0.44,0.0110,1
40.5,40.06,1028600,0.12,0.0031,1
40.88,40.38,1267500,0.19,0.0046,0
40.56,39.69,2230200,-0.62,-0.0154,0
40.31,39.69,2403100,-0.31,-0.0077,0
40.12,39.12,3254100,-0.38,-0.0094,1
40.38,39.75,1790300,0.94,0.0237,1
40.56,40.12,1557300,0.19,0.0047,0
40.75,39.94,1804800,-0.31,-0.0078,1
40.81,39.81,1792200,0.44,0.0109,0
41,40.44,1046400,0,0.0000,0
40.69,40.25,1030600,-0.06,-0.0016,1
40.88,40.5,1380000,0.19,0.0047,1
41,40.62,1003900,0.12,0.0031,0
40.69,40.12,1755500,-0.69,-0.0169,0
40.31,39.81,1732000,-0.31,-0.0077,1
40.44,39.5,1794100,0.56,0.0140,1
40.81,40.31,1678900,0.25,0.0062,1
41.38,40.12,2075000,0.69,0.0170,0
41.88,41.19,1208000,0,0.0000,1
41.94,41.44,1238900,0.56,0.0135,1
43,41.75,4142300,1.06,0.0254,1
44.63,43.38,6704400,1.38,0.0321,1
45.38,44.38,6488300,0.12,0.0027,1
45.75,44.5,5013400,1,0.0225,1
46.75,45.63,7437200,0.63,0.0138,1
46.75,44.5,4084700,0.37,0.0080,0
47.88,45,5208600,0,0.0000,1
47.38,45.75,5763600,0.63,0.0135,0
47.38,46.38,4748800,-0.5,-0.0106,1
47.75,46.63,3194100,0.87,0.0187,0
47.25,46,4000200,-1.5,-0.0316,0
46.88,45.75,4342700,0,0.0000,1
47.13,45.75,3289700,0.75,0.0163,0
46.88,45.88,3314100,-0.75,-0.0160,1
46.5,45.75,3035000,0.25,0.0054,1
46.63,45.94,2510600,0.25,0.0054,1
47.75,46.38,2831400,1.25,0.0269,0
47.88,46.75,2531300,-1,-0.0209,1
47,45.75,2961100,0.13,0.0028,0
47.13,46.5,1765300,-0.13,-0.0028,1
47.5,46.63,2459400,0.25,0.0053,0
47.25,46.25,2453000,-0.75,-0.0160,1
46.63,46.13,1865200,0.13,0.0028,0
46.5,45.75,2291100,-0.63,-0.0136,1
46.38,45.88,2166400,0.38,0.0083,1
46.38,45.88,2491900,0.12,0.0026,1
46.88,46.25,1897300,0.25,0.0054,1
47.5,46.63,4245500,0.25,0.0054,1
47.63,46.88,7081700,0.88,0.0188,1
48.88,47.75,3492000,1.12,0.0235,0
49,48.13,2403900,-0.25,-0.0051,1
49.5,48.88,3410200,0.63,0.0130,0
49.13,48.13,3566400,-0.25,-0.0051,1
49.25,48.75,2499100,0.12,0.0025,1
49.5,48.75,2705200,0.38,0.0078,1
49.63,49.13,2433100,0.12,0.0024,0
49.88,48.5,2926400,-0.5,-0.0101,0
48.5,47.25,1811100,-1.5,-0.0306,0
47.88,47.13,2830000,-0.12,-0.0025,1
48,47.38,2022500,0.12,0.0025,1
48,46.88,2644100,0.5,0.0105,0
48,47,2726700,-0.37,-0.0077,0
47.75,47,2401700,-0.5,-0.0105,0
47.13,45.38,3967200,-1.63,-0.0346,1
46.75,44.25,6283800,0.63,0.0138,0
47.13,46,3632000,-0.13,-0.0028,1
47.5,46.38,2577200,1.38,0.0300,0
47.5,46.75,3482800,-0.25,-0.0053,1
47.63,46.63,2248300,0.25,0.0053,0
47.5,46.63,3132300,-0.63,-0.0133,0
46.5,45.25,4308400,-0.87,-0.0186,1
46.75,46,3340900,0.25,0.0054,1
47.25,46.13,2455500,1,0.0217,0
47,46.13,1897500,-0.88,-0.0187,1
46.5,45.25,2463000,0.13,0.0028,1
47.38,46.13,2624200,0.5,0.0108,1
48.13,46.75,3264200,1.25,0.0267,1
49.5,46.75,3180800,1.12,0.0233,0
49.5,49,1963800,-0.12,-0.0024,1
49.38,48.75,2043300,0.25,0.0051,0
49.75,48.63,2272000,-0.13,-0.0026,0
49.38,48.75,1455500,-0.25,-0.0051,0
49.38,48.5,2114100,-0.25,-0.0051,1
49.75,48.75,2312800,1,0.0205,1
50.75,49.5,3878000,0.5,0.0101,1
50.88,50,2215500,0.38,0.0076,1
51.5,50.63,2900800,0.5,0.0099,1
52.13,51.25,3587700,0.62,0.0121,0
52.5,51.5,2278000,-0.12,-0.0023,0
51.75,50.88,2363300,-0.38,-0.0074,0
52,50.63,1792200,-0.37,-0.0072,1
52,50.63,1685500,1.12,0.0220,0
52.13,51.13,1602500,-0.62,-0.0119,0
51.5,50.88,1773300,-0.25,-0.0049,1
51.63,51,1243900,0.5,0.0098,0
52,51,1606900,-0.38,-0.0074,0
51.13,50.13,2965500,-0.87,-0.0170,0
50.38,49.63,2543000,-0.38,-0.0075,1
51.13,49.5,3145300,0.75,0.0150,0
51.25,50.13,2463100,-0.12,-0.0024,0
50.75,50,1565600,-0.63,-0.0124,1
52,50.25,3125000,1.31,0.0262,1
51.88,51.25,2219200,0.44,0.0086,1
52.38,51.63,2820500,0.63,0.0122,0
52.25,51.75,1790500,-0.5,-0.0095,0
52.75,51.88,1988900,0,0.0000,1
53.13,52.5,2580000,1.12,0.0216,1
53.88,53,2661300,0.13,0.0025,0
53.13,52.13,2691300,-1,-0.0188,0
52.38,51.5,3365600,-0.25,-0.0048,1
52.5,51.63,2482200,0.12,0.0023,0
51.75,50.75,7740900,-0.87,-0.0167,0
51.63,50.63,2224800,0,0.0000,1
52.13,50.88,3179200,0.37,0.0072,0
51.88,51.13,2394500,-0.25,-0.0049,1
52,51,2175500,0.25,0.0049,0
51.88,50.63,2891600,-0.75,-0.0146,1
51.63,50.63,2100200,0.13,0.0026,0
50.88,49,6681600,-0.75,-0.0147,0
50.13,49.25,3943800,-0.38,-0.0076,0
50,48.75,3720900,-0.87,-0.0175,1
50.13,48.88,4271300,1.12,0.0229,1
50.63,50,2631100,0.25,0.0050,0
50.63,49.88,2421600,-0.25,-0.0050,0
50.13,49,3228600,-0.25,-0.0050,0
49.63,48.88,2076900,-0.75,-0.0151,1
50.13,49.13,2012500,0.75,0.0153,0
50.13,49.13,1436100,-0.37,-0.0074,0
49.25,47.63,4985500,-0.63,-0.0128,0
48.75,48.13,3002700,-0.25,-0.0051,1
49.75,48,3453600,0.75,0.0155,1
50.13,49.38,3300300,0.75,0.0152,0
50,49.25,2672500,-0.25,-0.0050,1
50.13,49.63,1892500,0.38,0.0076,1
50.38,49.75,2405600,0.12,0.0024,0
50.88,50,2205500,0,0.0000,0
50.38,49.88,1623000,-0.37,-0.0074,0
50.13,49.38,2390600,-0.25,-0.0050,1
50.38,49.5,2640000,0.12,0.0024,1
50.63,49.75,2565500,0.63,0.0127,1
50.63,50.13,2431900,0.12,0.0024,0
50.75,49.63,2828300,-0.25,-0.0050,1
50.88,49.75,3241400,0.5,0.0100,1
51.5,51,2943300,0.75,0.0148,1
52,51.13,2934700,0.5,0.0097,1
52.38,51.63,2363000,0.38,0.0073,1
52.63,52.13,1763900,0.25,0.0048,0
52.63,51.88,1884500,-0.63,-0.0120,0
52,51.13,2586600,-0.62,-0.0119,1
52.25,51.5,1619200,0.62,0.0121,1
52.63,51.88,2244500,0.13,0.0025,1
53,52.5,3922000,0.62,0.0119,0
53,52.13,2065200,-0.5,-0.0095,0
52.38,51.5,2265000,-0.5,-0.0096,0
52,51.63,1960500,-0.12,-0.0023,0
52,50.13,5750800,-1,-0.0194,1
50.88,50,3640900,0.12,0.0024,1
51.44,50.63,3026400,0.63,0.0124,0
51.63,51.13,3909700,-0.13,-0.0025,0
51.5,51.13,1721100,0,0.0000,0
51.38,51.13,736600,-0.12,-0.0023,0
51.25,50.38,2368800,-0.25,-0.0049,0
50.88,49.75,3352300,-1.13,-0.0222,0
49.63,48.75,4154100,-0.12,-0.0024,0
49.88,48.38,3783900,-0.38,-0.0077,0
49.25,47.63,4840800,-0.25,-0.0051,1
50.25,49.13,2807200,1.25,0.0255,0
50,49.63,1975000,-0.62,-0.0123,0
49.5,48.63,3501300,-0.38,-0.0077,0
49.38,47.75,3263000,-1.37,-0.0278,0
48.25,46.88,4328400,0,0.0000,1
48.75,48,3315200,0.25,0.0052,1
49,47.88,3641900,0.5,0.0104,0
49.13,48,2026600,-0.25,-0.0051,1
51.25,47.88,5184500,2.75,0.0568,1
53.25,52.25,11401400,1.75,0.0342,0
53.13,51.88,2509700,-0.5,-0.0095,1
53.25,52.13,1186400,0.75,0.0143,1
53.63,53,1921300,0.12,0.0023,1
54.13,53.5,1900900,0.75,0.0141,0
54.25,53.13,1498600,-0.87,-0.0161,0
53.5,52.5,2072000,-0.5,-0.0094,0
52.5,51.13,3581400,-0.75,-0.0143,1
53.38,52.25,2659400,1.25,0.0241,0
53.63,52.25,3135300,-0.5,-0.0094,1
54.38,51.88,3664200,1.75,0.0333,0
54.5,53.13,2859400,-1,-0.0184,1
54.38,53.63,2861700,0.5,0.0094,1
54.13,52.63,3031300,0.25,0.0046,0
54.5,53.63,2165800,-0.13,-0.0024,1
55.75,54.5,3504700,1.5,0.0278,1
57.5,55,4854800,1.5,0.0270,1
57.88,56.63,3466400,0.63,0.0111,1
59.13,57.5,5688800,1.12,0.0194,0
59.88,58.75,3734400,0,0.0000,1
60.25,58.25,5224500,0.88,0.0150,0
59.75,58.88,3185600,-0.25,-0.0042,0
59.38,57.38,3211100,-1.88,-0.0317,0
57.75,56.13,5112500,-0.37,-0.0064,0
56.88,56,3167200,-0.75,-0.0131,0
57.13,55,4270500,-0.88,-0.0156,1
56.5,55.63,3831600,1,0.0180,1
57.5,56.63,2763100,0.88,0.0156,1
58.5,57.13,4331600,0.5,0.0087,1
59.5,57.75,3850500,1.62,0.0280,0
59.63,58.75,4003900,-0.12,-0.0020,0
59.88,57.88,3907700,-1.13,-0.0190,0
58.5,57.63,3048400,-0.5,-0.0086,1
58.38,57,3484700,0.5,0.0087,0
59.63,58.25,2395500,0,0.0000,1
59.25,58.25,2163600,1,0.0172,1
60.25,59.25,3672300,1,0.0169,1
61,60,3696100,0.75,0.0124,0
61,60.25,2970200,-0.37,-0.0061,1
61.5,60.5,2705300,0.87,0.0143,1
62.25,61.25,3001900,0.5,0.0081,0
61.88,61.13,2586700,-0.75,-0.0121,1
62.25,61.13,4080300,0.75,0.0122,1
63,61.5,3019400,0.88,0.0142,0
63.25,62.13,2665200,-0.25,-0.0040,0
62.5,60.5,3910600,-1.63,-0.0260,1
62.13,61.25,3014200,0.63,0.0103,0
61.75,60.63,2885800,-0.63,-0.0102,0
60.63,60,2967500,-0.62,-0.0102,0
60.88,59.25,3804400,-1.13,-0.0187,1
60.38,59,3813300,1,0.0169,1
61.38,60.63,5207300,0.63,0.0105,0
61.13,60.5,2033300,-0.38,-0.0062,1
61.25,60.38,3030600,0.63,0.0104,1
62.25,61.38,3170900,0.87,0.0142,0
61.88,60.75,2802200,-1,-0.0161,0
60.5,59.75,4141700,-1.12,-0.0184,0
60.13,59.25,3083000,-0.38,-0.0063,1
60.25,58.75,2672200,0.75,0.0126,1
60.63,59.88,2859200,0.13,0.0022,0
60.5,59.13,3045600,-0.75,-0.0124,0
59.75,58.63,2300900,-0.63,-0.0106,1
60.25,59.25,4926300,1,0.0169,0
60.13,58.88,3245500,-0.25,-0.0042,0
60.38,59.5,3329400,-0.25,-0.0042,0
59.38,58.13,3671900,-0.87,-0.0146,0
59,56.63,4636400,-1.25,-0.0213,0
56.88,55.25,6612200,-1.63,-0.0284,1
56.63,55.13,5144100,0.38,0.0068,0
56.75,55.5,2793300,-0.38,-0.0068,0
55.88,55.13,3280000,-0.37,-0.0066,1
57.38,55.13,3282000,2,0.0361,0
57.63,56.38,2375300,-1,-0.0174,1
57,55.63,2281900,0.37,0.0066,1
57.63,56.5,2438800,0.88,0.0155,0
57.75,57,1759500,-0.63,-0.0109,0
56.5,52.75,4641400,-3.25,-0.0570,1
55.88,54.25,4543100,1.88,0.0350,1
58.25,56.5,4540900,2.37,0.0426,1
59,57.75,3534700,0.75,0.0129,0
59.38,58.38,3275900,-0.25,-0.0043,1
59.88,58.5,3928900,1.13,0.0193,0
60,58.5,3414500,-1,-0.0168,1
61.88,59,5491900,3.25,0.0554,0
61.88,59.88,3953600,-1.63,-0.0263,0
61,59.75,2483900,-0.25,-0.0041,0
60.13,59,1992300,-0.87,-0.0145,1
61.13,58.88,2331700,2,0.0338,1
62.75,61.5,4003600,1.5,0.0245,1
63.75,62.25,4088600,1,0.0160,0
63.13,62.13,3074200,-1.5,-0.0236,1
64.25,62.38,2832500,1.87,0.0301,1
66,64,3630200,2,0.0312,1
67.12,65.62,5373400,0.5,0.0076,0
66.5,65.25,3240600,-1.13,-0.0170,0
66.12,64.62,4162300,-0.75,-0.0115,1
65.62,64.25,3419700,0.75,0.0116,1
66.75,65.37,2601300,1.13,0.0173,0
66.75,65.62,2838400,0,0.0000,1
67.5,66.75,2791400,0.5,0.0075,1
68,66.5,2370300,0.87,0.0130,0
68.37,66.75,4724700,-1,-0.0147,1
68.37,67.25,2507800,1.13,0.0169,1
